Time_sec,Temperature_degC
74.85,20.54
74.9,21.03
74.95,21.03
75,21.03
75.051,21.03
75.1,21.03
75.15,21.03
75.2,21.03
75.25,21.03
75.3,21.03
75.35,21.03
75.4,21.03
75.45,20.54
75.5,21.03
75.55,21.03
75.6,21.03
75.65,21.03
75.7,21.03
75.75,21.03
75.8,21.03
75.85,21.03
75.9,21.03
75.95,21.03
76,21.03
76.05,21.03
76.1,21.03
76.15,21.03
76.2,21.03
76.25,21.03
76.3,21.03
76.35,21.03
76.4,21.03
76.45,21.03
76.5,21.03
76.55,21.03
76.6,21.03
76.65,21.03
76.7,21.03
76.75,21.03
76.8,21.03
76.85,21.03
76.9,21.03
76.95,21.03
77,21.03
77.05,21.03
77.1,21.03
77.15,21.03
77.2,21.03
77.25,21.03
77.3,21.03
77.35,21.03
77.4,21.03
77.45,21.03
77.5,21.03
77.55,21.03
77.6,21.03
77.65,21.03
77.7,21.03
77.75,21.03
77.8,21.03
77.85,21.03
77.9,21.03
77.95,21.03
78,21.03
78.05,21.03
78.1,21.03
78.15,21.03
78.2,21.03
78.251,21.03
78.3,21.03
78.35,21.03
78.4,21.03
78.45,21.03
78.5,21.03
78.55,21.03
78.6,21.03
78.65,21.03
78.7,21.03
78.75,21.03
78.8,21.03
78.85,21.03
78.9,21.03
78.95,21.03
79,21.03
79.05,21.03
79.1,21.03
79.15,21.03
79.2,21.03
79.25,21.03
79.3,21.03
79.35,21.03
79.4,21.03
79.45,21.03
79.5,21.03
79.55,21.03
79.6,21.03
79.65,21.03
79.7,21.03
79.75,21.03
79.8,21.03
79.85,21.03
79.9,21.03
79.95,21.03
80,21.03
80.05,21.03
80.1,21.03
80.15,21.03
80.2,21.03
80.25,21.03
80.3,21.03
80.35,21.03
80.4,21.03
80.45,21.03
80.5,21.03
80.55,21.03
80.6,21.03
80.65,21.03
80.7,21.03
80.75,21.03
80.8,21.52
80.85,21.03
80.9,21.03
80.95,21.03
81,21.03
81.05,21.03
81.1,21.03
81.15,21.03
81.2,21.03
81.25,21.03
81.3,21.03
81.35,21.03
81.4,21.03
81.451,21.03
81.5,21.03
81.55,21.03
81.6,21.03
81.65,21.03
81.7,21.03
81.75,20.54
81.8,21.03
81.85,21.03
81.9,20.54
81.95,21.03
82,21.03
82.05,21.03
82.1,21.03
82.15,21.03
82.2,21.03
82.25,21.03
82.3,21.03
82.35,21.03
82.4,21.03
82.45,21.03
82.5,21.03
82.55,21.03
82.6,21.03
82.65,21.03
82.7,21.03
82.75,21.03
82.8,21.52
82.85,21.03
82.9,21.03
82.95,21.03
83,21.03
83.05,21.03
83.1,21.03
83.15,21.03
83.2,21.03
83.25,21.03
83.3,21.03
83.35,21.03
83.4,21.03
83.45,21.03
83.5,21.03
83.55,21.03
83.6,21.03
83.65,21.03
83.7,21.03
83.75,21.03
83.8,21.03
83.85,21.03
83.9,21.03
83.95,21.03
84,21.03
84.05,21.03
84.1,21.03
84.15,20.54
84.2,21.03
84.25,21.03
84.3,20.54
84.35,21.03
84.4,21.03
84.45,21.03
84.5,21.03
84.55,21.03
84.6,21.03
84.651,21.03
84.7,21.03
84.75,20.54
84.8,21.52
84.85,21.03
84.9,21.03
84.95,21.03
85,20.54
85.05,21.03
85.1,21.03
85.15,21.03
85.2,21.03
85.25,21.03
85.3,21.03
85.35,21.03
85.4,21.03
85.45,21.03
85.5,21.03
85.55,21.03
85.6,21.03
85.65,21.03
85.7,21.03
85.75,21.03
85.8,21.03
85.85,21.03
85.9,21.03
85.95,21.03
86,21.03
86.05,21.03
86.1,-61.57
86.15,-61.57
86.2,-61.57
86.25,21.03
86.3,20.54
86.35,21.03
86.4,21.03
86.45,21.03
86.5,21.03
86.55,21.03
86.6,20.54
86.65,21.03
86.7,21.03
86.75,20.54
86.8,20.54
86.85,21.03
86.9,21.03
86.95,20.54
87,20.54
87.05,20.54
87.1,21.03
87.15,20.54
87.2,20.54
87.25,21.03
87.3,20.54
87.35,20.54
87.4,21.03
87.45,20.54
87.5,20.54
87.55,20.54
87.6,20.54
87.65,20.54
87.7,20.54
87.75,21.03
87.8,21.03
87.851,20.54
87.9,20.54
87.95,20.54
88,20.54
88.05,20.54
88.1,20.54
88.15,21.03
88.2,22.01
88.25,20.54
88.3,21.03
88.35,21.03
88.4,20.54
88.45,20.54
88.5,21.03
88.55,20.54
88.6,21.03
88.65,20.54
88.7,20.54
88.75,20.54
88.8,21.03
88.85,20.54
88.9,20.54
88.95,20.54
89,20.54
89.05,20.54
89.1,20.54
89.15,20.54
89.2,20.54
89.25,20.54
89.3,20.54
89.35,20.54
89.4,20.54
89.45,21.03
89.5,20.54
89.55,20.54
89.6,21.03
89.65,20.54
89.7,20.54
89.75,21.03
89.8,20.54
89.85,20.54
89.9,20.54
89.95,20.54
90,20.54
90.05,21.03
90.1,20.54
90.15,20.54
90.2,20.54
90.25,20.54
90.3,20.54
90.35,21.03
90.4,20.54
90.45,20.54
90.5,21.03
90.55,20.54
90.6,20.54
90.65,21.03
90.7,20.54
90.75,20.54
90.8,21.03
90.85,20.54
90.9,20.54
90.95,20.54
91,20.54
91.051,20.54
91.1,20.54
91.15,20.54
91.2,20.54
91.25,20.54
91.3,20.54
91.35,20.54
91.4,20.54
91.45,20.54
91.5,20.54
91.55,20.54
91.6,20.54
91.65,20.54
91.7,20.54
91.75,20.54
91.8,20.54
91.85,20.54
91.9,20.54
91.95,21.03
92,20.54
92.05,21.03
92.1,21.03
92.15,20.54
92.2,21.03
92.25,20.54
92.3,20.54
92.35,21.03
92.4,20.54
92.45,20.54
92.5,21.03
92.55,20.54
92.6,20.54
92.65,21.03
92.7,20.54
92.75,20.54
92.8,21.03
92.85,20.54
92.9,20.54
92.95,21.03
93,20.54
93.05,20.54
93.1,20.54
93.15,20.54
93.2,21.03
93.25,21.03
93.3,20.54
93.35,20.54
93.4,20.54
93.45,20.54
93.5,20.54
93.55,20.54
93.6,20.54
93.65,20.54
93.7,20.54
93.75,20.54
93.8,21.03
93.85,20.54
93.9,20.54
93.95,20.54
94,20.54
94.05,20.54
94.1,20.54
94.15,20.54
94.2,21.03
94.251,21.03
94.3,21.03
94.35,21.03
94.4,21.03
94.45,21.03
94.5,20.54
94.55,21.03
94.6,21.03
94.65,21.03
94.7,21.03
94.75,21.03
94.8,21.03
94.85,21.03
94.9,21.03
94.95,21.03
95,21.03
95.05,21.03
95.1,21.03
95.15,21.03
95.2,21.03
95.25,20.54
95.3,20.54
95.35,20.54
95.4,21.03
95.45,20.54
95.5,21.03
95.55,20.54
95.6,20.54
95.65,20.54
95.7,20.54
95.75,20.54
95.8,20.54
95.85,20.54
95.9,20.54
95.95,20.54
96,20.54
96.05,21.03
96.1,20.54
96.15,20.54
96.2,21.03
96.25,20.54
96.3,20.54
96.35,21.03
96.4,21.03
96.45,20.54
96.5,21.03
96.55,20.54
96.6,20.54
96.65,21.03
96.7,20.54
96.75,20.54
96.8,21.03
96.85,20.54
96.9,20.54
96.95,20.54
97,20.54
97.05,20.54
97.1,20.54
97.15,20.54
97.2,20.54
97.25,20.54
97.3,20.54
97.35,20.54
97.4,20.54
97.451,20.54
97.5,20.54
97.55,20.54
97.6,20.54
97.65,20.54
97.7,20.54
97.75,20.54
97.8,20.54
97.85,20.54
97.9,20.54
97.95,20.54
98,20.54
98.05,20.54
98.1,20.54
98.15,20.54
98.2,21.03
98.25,20.54
98.3,20.54
98.35,21.03
98.4,20.54
98.45,20.54
98.5,21.03
98.55,20.54
98.6,20.54
98.65,21.03
98.7,20.54
98.75,20.54
98.8,20.54
98.85,20.54
98.9,20.54
98.95,20.54
99,20.54
99.05,20.54
99.1,20.54
99.15,20.54
99.2,20.54
99.25,20.54
99.3,20.54
99.35,20.54
99.4,20.54
99.45,20.54
99.5,20.54
99.55,20.54
99.6,20.54
99.65,20.54
99.7,20.54
99.75,20.54
99.8,20.54
99.85,20.54
99.9,21.03
99.95,21.03
100,21.03
100.05,21.52
100.1,21.03
100.15,20.54
100.2,20.54
100.25,20.54
100.3,20.54
100.35,21.52
100.4,20.54
100.45,20.54
100.5,21.03
100.55,21.03
100.6,20.54
100.651,21.03
100.7,20.54
100.75,20.54
100.8,20.54
100.85,21.03
100.9,20.54
100.95,20.54
101,20.54
101.05,20.54
101.1,20.54
101.15,20.54
101.2,20.54
101.25,20.54
101.3,20.54
101.35,20.54
101.4,20.54
101.45,20.54
101.5,20.54
101.55,21.03
101.6,20.54
101.65,20.54
101.7,20.54
101.75,21.03
101.8,20.54
101.85,20.54
101.9,21.03
101.95,20.54
102,20.54
102.05,21.52
102.1,20.54
102.15,20.54
102.2,21.03
102.25,20.54
102.3,20.54
102.35,21.03
102.4,20.54
102.45,21.03
102.5,21.03
102.55,20.54
102.6,21.03
102.65,20.54
102.7,20.54
102.75,20.54
102.8,20.54
102.85,20.54
102.9,20.54
102.95,20.54
103,20.54
103.05,20.54
103.1,20.54
103.15,21.03
103.2,21.03
103.25,20.54
103.3,20.54
103.35,20.54
103.4,20.54
103.45,21.03
103.5,20.54
103.55,20.54
103.6,20.54
103.65,20.54
103.7,20.54
103.75,21.52
103.8,20.54
103.851,20.54
103.9,21.03
103.95,20.54
104,21.03
104.05,20.54
104.1,21.03
104.15,20.54
104.2,21.03
104.25,21.03
104.3,20.54
104.35,20.54
104.4,20.54
104.45,21.03
104.5,20.54
104.55,21.03
104.6,20.54
104.65,20.54
104.7,20.54
104.75,21.03
104.8,20.54
104.85,20.54
104.9,20.54
104.95,20.54
105,20.54
105.05,20.54
105.1,20.54
105.15,21.03
105.2,20.54
105.25,20.54
105.3,21.03
105.35,20.54
105.4,20.54
105.45,21.03
105.5,20.54
105.55,20.54
105.6,20.54
105.65,20.54
105.7,20.54
105.75,21.03
105.8,21.03
105.85,20.54
105.9,20.54
105.95,20.54
106,20.54
106.05,21.03
106.1,21.03
106.15,20.54
106.2,20.54
106.25,21.03
106.3,20.54
106.35,20.54
106.4,21.03
106.45,20.54
106.5,20.54
106.55,21.03
106.6,20.54
106.65,20.54
106.7,21.03
106.75,20.54
106.8,20.54
106.85,20.54
106.9,20.54
106.95,20.54
107,21.03
107.051,20.54
107.1,20.54
107.15,21.03
107.2,20.54
107.25,20.54
107.3,21.03
107.35,20.54
107.4,20.54
107.45,21.52
107.5,20.54
107.55,21.03
107.6,21.52
107.65,20.54
107.7,21.03
107.75,21.52
107.8,20.54
107.85,20.54
107.9,21.03
107.95,20.54
108,21.03
108.05,20.54
108.1,21.03
108.15,20.54
108.2,21.03
108.25,20.54
108.3,20.54
108.35,20.54
108.4,20.54
108.45,20.54
108.5,20.54
108.55,21.03
108.6,20.54
108.65,20.54
108.7,21.03
108.75,20.54
108.8,20.54
108.85,21.03
108.9,20.54
108.95,20.54
109,21.03
109.05,21.03
109.1,21.03
109.15,21.03
109.2,20.54
109.25,21.03
109.3,21.52
109.35,20.54
109.4,21.03
109.45,21.52
109.5,20.54
109.55,21.03
109.6,21.52
109.65,20.54
109.7,21.03
109.75,21.52
109.8,21.03
109.85,21.03
109.9,21.52
109.95,21.03
110,21.03
110.05,21.52
110.1,21.03
110.15,21.03
110.2,21.03
110.251,21.03
110.3,21.03
110.35,21.03
110.4,21.03
110.45,21.03
110.5,21.03
110.55,21.52
110.6,21.03
110.65,21.03
110.7,21.03
110.75,21.03
110.8,21.03
110.85,21.03
110.9,21.03
110.95,20.54
111,20.54
111.05,20.54
111.1,20.54
111.15,21.03
111.2,20.54
111.25,20.54
111.3,20.54
111.35,20.54
111.4,20.54
111.45,20.54
111.5,20.54
111.55,20.54
111.6,21.03
111.65,20.54
111.7,20.54
111.75,21.52
111.8,20.54
111.85,21.03
111.9,21.03
111.95,20.54
112,21.03
112.05,21.52
112.1,21.03
112.15,21.03
112.2,21.03
112.25,21.03
112.3,21.03
112.35,21.52
112.4,21.03
112.45,21.03
112.5,21.03
112.55,21.03
112.6,21.03
112.65,21.03
112.7,21.52
112.75,21.03
112.8,21.03
112.85,21.03
112.9,21.52
112.95,21.03
113,21.03
113.05,21.03
113.1,21.03
113.15,21.03
113.2,21.03
113.25,21.03
113.3,21.03
113.35,20.54
113.4,20.54
113.451,21.03
113.5,20.54
113.55,20.54
113.6,21.03
113.65,20.54
113.7,20.54
113.75,20.54
113.8,20.54
113.85,20.54
113.9,21.03
113.95,20.54
114,20.54
114.05,20.54
114.1,20.54
114.15,20.54
114.2,21.03
114.25,20.54
114.3,20.54
114.35,21.03
114.4,20.54
114.45,20.54
114.5,20.54
114.55,21.03
114.6,20.54
114.65,20.54
114.7,20.54
114.75,20.54
114.8,20.54
114.85,20.54
114.9,20.54
114.95,20.54
115,20.54
115.05,20.54
115.1,20.54
115.15,20.54
115.2,20.54
115.25,20.54
115.3,21.03
115.35,20.54
115.4,20.54
115.45,21.03
115.5,20.54
115.55,20.54
115.6,21.03
115.65,20.54
115.7,20.54
115.75,21.03
115.8,20.54
115.85,20.54
115.9,20.54
115.95,20.54
116,20.54
116.05,21.52
116.1,20.54
116.15,20.54
116.2,21.03
116.25,21.03
116.3,20.54
116.35,21.03
116.4,20.54
116.45,20.54
116.5,21.03
116.55,21.03
116.6,20.54
116.651,20.54
116.7,21.03
116.75,20.54
116.8,20.54
116.85,21.03
116.9,20.54
116.95,21.03
117,21.03
117.05,20.54
117.1,20.54
117.15,20.54
117.2,20.54
117.25,20.54
117.3,20.54
117.35,20.54
117.4,20.54
117.45,21.03
117.5,20.54
117.55,20.54
117.6,21.03
117.65,20.54
117.7,20.54
117.75,21.03
117.8,20.54
117.85,21.03
117.9,21.03
117.95,20.54
118,20.54
118.05,21.03
118.1,20.54
118.15,21.03
118.2,21.03
118.25,21.03
118.3,21.03
118.35,21.03
118.4,21.03
118.45,21.03
118.5,21.03
118.55,21.03
118.6,21.03
118.65,20.54
118.7,21.03
118.75,20.54
118.8,20.54
118.85,20.54
118.9,20.54
118.95,20.54
119,21.03
119.05,20.54
119.1,20.54
119.15,20.54
119.2,20.54
119.25,20.54
119.3,21.03
119.35,20.54
119.4,20.54
119.45,21.03
119.5,20.54
119.55,20.54
119.6,21.03
119.65,20.54
119.7,20.54
119.75,21.03
119.8,20.54
119.851,20.54
119.9,20.54
119.95,20.54
120,20.54
120.05,21.03
120.1,21.03
120.15,20.54
120.2,21.03
120.25,21.03
120.3,20.54
120.35,20.54
120.4,20.54
120.45,21.03
120.5,20.54
120.55,20.54
120.6,20.54
120.65,20.54
120.7,20.54
120.75,20.54
120.8,20.54
120.85,20.54
120.9,20.54
120.95,20.54
121,21.03
121.05,20.54
121.1,20.54
121.15,21.03
121.2,20.54
121.25,20.54
121.3,21.52
121.35,20.54
121.4,20.54
121.45,21.03
121.5,20.54
121.55,20.54
121.6,21.52
121.65,20.54
121.7,20.54
121.75,21.03
121.8,21.03
121.85,20.54
121.9,21.03
121.95,21.03
122,20.54
122.05,21.03
122.1,21.03
122.15,21.52
122.2,21.52
122.25,21.52
122.3,21.52
122.35,21.52
122.4,21.52
122.45,21.52
122.5,21.03
122.55,21.03
122.6,21.03
122.65,21.03
122.7,21.03
122.75,21.03
122.8,21.03
122.85,21.03
122.9,21.03
122.95,21.03
123,21.03
123.051,21.03
123.1,20.54
123.15,21.03
123.2,20.54
123.25,20.54
123.3,21.52
123.35,20.54
123.4,20.54
123.45,21.03
123.5,20.54
123.55,20.54
123.6,21.52
123.65,20.54
123.7,20.54
123.75,20.54
123.8,20.54
123.85,20.54
123.9,21.03
123.95,20.54
124,20.54
124.05,21.03
124.1,20.54
124.15,20.54
124.2,21.03
124.25,20.54
124.3,20.54
124.35,20.54
124.4,21.03
124.45,21.03
124.5,20.54
124.55,20.54
124.6,20.54
124.65,20.54
124.7,20.54
124.75,20.54
124.8,20.54
124.85,21.03
124.9,20.54
124.95,20.54
125,20.54
125.05,20.54
125.1,20.54
125.15,20.54
125.2,20.54
125.25,20.54
125.3,21.03
125.35,20.54
125.4,20.54
125.45,21.03
125.5,20.54
125.55,20.54
125.6,21.03
125.65,20.54
125.7,20.54
125.75,21.03
125.8,20.54
125.85,20.54
125.9,21.03
125.95,20.54
126,20.54
126.05,21.03
126.1,21.03
126.15,20.54
126.2,20.54
126.251,21.03
126.3,20.54
126.35,20.54
126.4,20.54
126.45,20.54
126.5,20.54
126.55,21.03
126.6,20.54
126.65,20.54
126.7,20.54
126.75,20.54
126.8,20.54
126.85,21.03
126.9,20.54
126.95,20.54
127,20.54
127.05,20.54
127.1,20.54
127.15,21.03
127.2,20.54
127.25,20.54
127.3,21.03
127.35,20.54
127.4,20.54
127.45,21.03
127.5,20.54
127.55,20.54
127.6,21.03
127.65,20.54
127.7,20.54
127.75,21.03
127.8,20.54
127.85,20.54
127.9,21.03
127.95,20.54
128,21.03
128.05,20.54
128.1,20.54
128.15,21.03
128.2,20.54
128.25,20.54
128.3,21.03
128.35,20.54
128.4,20.54
128.45,20.54
128.5,20.54
128.55,20.54
128.6,21.03
128.65,20.54
128.7,21.03
128.75,21.03
128.8,20.54
128.85,21.03
128.9,20.54
128.95,20.54
129,21.03
129.05,20.54
129.1,20.54
129.15,21.52
129.2,20.54
129.25,20.54
129.3,21.03
129.35,20.54
129.4,20.54
129.451,21.52
129.5,20.54
129.55,20.54
129.6,21.03
129.65,20.54
129.7,20.54
129.75,21.52
129.8,21.03
129.85,20.54
129.9,21.03
129.95,21.03
130,20.54
130.05,20.54
130.1,21.03
130.15,20.54
130.2,20.54
130.25,20.54
130.3,20.54
130.35,20.54
130.4,20.54
130.45,20.54
130.5,20.54
130.55,21.03
130.6,20.54
130.65,20.54
130.7,20.54
130.75,20.54
130.8,20.54
130.85,21.03
130.9,20.54
130.95,20.54
131,21.03
131.05,20.54
131.1,20.54
131.15,21.52
131.2,20.54
131.25,20.54
131.3,21.52
131.35,20.54
131.4,20.54
131.45,21.52
131.5,20.54
131.55,20.54
131.6,20.54
131.65,21.03
131.7,20.54
131.75,21.03
131.8,21.03
131.85,20.54
131.9,20.54
131.95,20.54
132,20.54
132.05,20.54
132.1,20.54
132.15,20.54
132.2,20.54
132.25,20.54
132.3,20.54
132.35,20.54
132.4,20.54
132.45,20.54
132.5,20.54
132.55,21.03
132.6,20.54
132.651,20.54
132.7,20.54
132.75,20.54
132.8,20.54
132.85,21.03
132.9,20.54
132.95,20.54
133,21.03
133.05,20.54
133.1,20.54
133.15,21.52
133.2,20.54
133.25,21.03
133.3,20.54
133.35,20.54
133.4,20.54
133.45,21.52
133.5,20.54
133.55,21.03
133.6,21.03
133.65,21.03
133.7,20.54
133.75,21.03
133.8,20.54
133.85,21.03
133.9,20.54
133.95,21.03
134,20.54
134.05,20.54
134.1,21.03
134.15,20.54
134.2,20.54
134.25,20.54
134.3,21.03
134.35,20.54
134.4,20.54
134.45,20.54
134.5,20.54
134.55,21.03
134.6,20.54
134.65,20.54
134.7,20.54
134.75,20.54
134.8,20.54
134.85,21.03
134.9,20.54
134.95,20.54
135,20.54
135.05,20.54
135.1,20.54
135.15,21.52
135.2,20.54
135.25,20.54
135.3,20.54
135.35,20.54
135.4,20.54
135.45,21.03
135.5,20.54
135.55,20.54
135.6,21.03
135.65,21.03
135.7,20.54
135.75,21.03
135.8,20.54
135.851,20.54
135.9,20.54
135.95,20.54
136,21.03
136.05,20.54
136.1,21.03
136.15,21.03
136.2,20.54
136.25,20.54
136.3,20.54
136.35,20.54
136.4,21.03
136.45,21.03
136.5,20.54
136.55,21.03
136.6,20.54
136.65,20.54
136.7,21.03
136.75,20.54
136.8,20.54
136.85,21.03
136.9,20.54
136.95,20.54
137,21.03
137.05,20.54
137.1,20.54
137.15,21.52
137.2,20.54
137.25,20.54
137.3,21.03
137.35,20.54
137.4,20.54
137.45,21.03
137.5,21.03
137.55,20.54
137.6,21.03
137.65,21.03
137.7,20.54
137.75,21.03
137.8,21.52
137.85,20.54
137.9,20.54
137.95,21.03
138,20.54
138.05,20.54
138.1,20.54
138.15,20.54
138.2,20.54
138.25,20.54
138.3,20.54
138.35,20.54
138.4,21.03
138.45,20.54
138.5,20.54
138.55,21.03
138.6,20.54
138.65,20.54
138.7,21.03
138.75,20.54
138.8,21.03
138.85,21.03
138.9,20.54
138.95,20.54
139,-61.08
139.051,-61.57
139.1,-61.57
139.15,-61.57
139.2,20.54
139.25,20.54
139.3,21.03
139.35,21.03
139.4,20.54
139.45,20.54
139.5,21.03
139.55,20.54
139.6,20.54
139.65,20.54
139.7,21.03
139.75,20.54
139.8,21.03
139.85,20.54
139.9,20.54
139.95,21.03
140,20.54
140.05,20.54
140.1,20.54
140.15,21.03
140.2,20.54
140.25,21.03
140.3,20.54
140.35,20.54
140.4,21.03
140.45,20.54
140.5,20.54
140.55,21.52
140.6,20.54
140.65,20.54
140.7,21.03
140.75,20.54
140.8,20.54
140.85,21.52
140.9,20.54
140.95,20.54
141,21.03
141.05,20.54
141.1,21.03
141.15,21.03
141.2,21.03
141.25,20.54
141.3,21.03
141.35,21.03
141.4,20.54
141.45,21.03
141.5,21.03
141.55,20.54
141.6,20.54
141.65,20.54
141.7,20.54
141.75,21.03
141.8,20.54
141.85,20.54
141.9,20.54
141.95,20.54
142,20.54
142.05,20.54
142.1,20.54
142.15,20.54
142.2,20.54
142.251,20.54
142.3,20.54
142.35,20.54
142.4,21.03
142.45,20.54
142.5,21.03
142.55,21.03
142.6,20.54
142.65,21.03
142.7,21.03
142.75,21.03
142.8,21.03
142.85,21.52
142.9,21.03
142.95,21.03
143,21.52
143.05,21.03
143.1,20.54
143.15,21.52
143.2,21.03
143.25,21.03
143.3,21.03
143.35,21.03
143.4,21.03
143.45,21.03
143.5,21.03
143.55,21.03
143.6,21.03
143.65,21.03
143.7,20.54
143.75,20.54
143.8,21.03
143.85,20.54
143.9,20.54
143.95,21.03
144,21.03
144.05,21.03
144.1,21.03
144.15,20.54
144.2,20.54
144.25,21.03
144.3,21.03
144.35,21.03
144.4,21.52
144.45,20.54
144.5,20.54
144.55,21.52
144.6,20.54
144.65,21.03
144.7,21.03
144.75,20.54
144.8,20.54
144.85,21.03
144.9,20.54
144.95,21.03
